,Naam,description,direction,heading,hectometer,main_road,secondary_road,type,lat,lng
0,BD 121,,,0.0,,,,0,52.391623,4.840175
1,BD 124,,,0.0,,,,0,52.387878,4.84458
2,BD 125,,,0.0,,,,0,52.38473,4.840807
3,D00,drip,Re,180.0,10.0,A10,,0,52.359735,4.96777
4,D01,drip,Li,45.0,12.0,A10,,0,52.342134,4.954613
5,D05,,Re,225.0,14.0,A10,,0,52.333556,4.931955
6,D06,,Li,135.0,17.0,A10,,0,52.333877,4.895508
7,D07,,Re,270.0,20.0,A10,,0,52.338797,4.85877
8,D08,,Li,180.0,23.0,A10,,0,52.355692,4.842393
9,D09,,Li,315.0,1.0,A10,,0,52.419885,4.906972
10,D10,,Li,315.0,6.0,A1,,0,52.341026,4.984265
11,D11,,Re,135.0,6.0,A1,,0,52.337983,4.988107
12,D12,,Li,270.0,9.0,A1,,0,52.332428,5.024365
13,D20,,,0.0,,,,0,52.316672,4.919081
14,D21,,Li,0.0,36.0,A2,,0,52.283955,4.950138
15,D22,,Li,0.0,38.0,A2,,0,52.271721,4.959247
16,D23,,Re,135.0,33.0,A2,,0,52.310611,4.925166
17,D_247439L,,,0.0,,,,0,52.51101,5.045037
18,D29,,Re,0.0,5.0,A5,,0,52.335787,4.734707
19,D38,,Li,135.0,41.0,A9,,0,52.370013,4.715409
20,D40,,,0.0,,,,0,52.338186,4.831249
21,D41,,Li,45.0,6.0,A4,,0,52.322566,4.763035
22,D42,,Re,225.0,2.0,A4,,0,52.336131,4.807522
23,D44,,Li,45.0,12.0,A4,,0,52.277417,4.711295
24,D80,,,0.0,,,,0,52.437464,4.861658
25,D80a,,Li,135.0,4.0,A8,,0,52.447273,4.84907
26,D90,,Li,45.0,7.0,A9,,0,52.314759,4.990882
27,D93,,Re,225.0,10.0,A9,,0,52.300702,4.949929
28,D95,,Li,135.0,35.0,A9,,0,52.339806,4.773534
29,D96,,Re,315.0,30.0,A9,,0,52.307186,4.829263
30,dBD1,SD147,,45.0,,,,0,52.373853,4.920447
31,dBD101,,Li,270.0,9.0,A1,,0,52.332105,5.030192
32,dBD102,,Li,0.0,33.0,A2,,0,52.312939,4.923045
33,dBD103,,Li,0.0,37.0,A2,,0,52.276126,4.956588
34,dBD104,,,135.0,2.0,A8,Mb,0,52.435742,4.863481
35,dBD106,,Re,225.0,12.0,A10,,0,52.3405,4.952413
36,dBD119,,Re,315.0,38.0,A9,A5,0,52.352826,4.747418
37,dBD121,,,90.0,,,,0,52.391701,4.841436
38,dBD123,,Li,180.0,28.0,A10,,0,52.395693,4.843606
39,dBD124,,Re,0.0,26.0,A10,,0,52.389692,4.844179
40,dBD128,,Li,180.0,30.0,N247,,0,52.415334,4.946049
41,dBD130,,,180.0,,,,0,52.380649,4.972963
42,dBD131,,Li,0.0,11.0,A10,,0,52.357962,4.967112
43,dBD134,,,45.0,,,,0,52.334739,4.93589
44,dBD136,,,135.0,,,,0,52.341451,4.770151
45,dBD138,,Li,90.0,19.0,A10,,0,52.338232,4.869165
46,dBD139,,,315.0,,,,0,52.346514,4.975615
47,dBD143,,Li,180.0,42.0,A9,,0,52.378296,4.708162
48,dBD15,SD194,,270.0,,,,0,52.390036,4.887725
49,dBD16,SD195,,0.0,,,,0,52.389439,4.884689
50,dBD160,,,45.0,,,,0,52.298563,4.944522
51,dBD162,,,45.0,,,,0,52.285784,4.943006
52,dBD165,,,45.0,,,,0,52.328488,4.909406
53,dBD17,SD196,,90.0,,,,0,52.392964,4.869931
54,dBD18,SD142,,135.0,,,,0,52.3739,4.93186
55,dBD19,SD141,,270.0,,,,0,52.372311,4.961908
56,dBD2,SD168,,180.0,,,,0,52.362377,4.90715
57,dBD20,SD140,,0.0,,,,0,52.369664,4.934167
58,dBD21,SD162,,0.0,,,,0,52.359411,4.888036
59,dBD22,SD173,,180.0,,,,0,52.36465,4.878489
60,dBD23,SD201,,225.0,,,,0,52.385683,4.912656
61,dBD24,SD901,,135.0,,,,0,52.392767,4.812114
62,dBD25,SD145,,270.0,,,,0,52.37595,4.92459
63,dBD26,SD183,,180.0,,,,0,52.373136,4.874861
64,dBD27,SD180,,0.0,,,,0,52.36994,4.874926
65,dBD28,SD163,,270.0,,,,0,52.357911,4.894924
66,dBD29,SD164,,135.0,,,,0,52.35875,4.888637
67,dBD3,SD167,,0.0,,,,0,52.356383,4.910951
68,dBD30,SD165 ,,225.0,,,,0,52.361214,4.913828
69,dBD31,SD166,,45.0,,,,0,52.358802,4.904516
70,dBD32,SD118,,0.0,,,,0,52.365462,4.905565
71,dBD35,SD171,,90.0,,,,0,52.36284,4.87617
72,dBD4,SD602,,135.0,,,,0,52.334806,4.893142
73,dBD6,SD606,,180.0,,,,0,52.336056,4.889903
74,dBD7,SD604,,0.0,,,,0,52.339303,4.892453
75,dBD8,SD603,,0.0,,,,0,52.337919,4.892264
76,PMR002_Gorslaan,,,0.0,,,,0,52.497635,4.955634
77,SD 115,,,0.0,,,,0,52.369415,4.906583
78,SD140_PanamalaanR_S100,,,0.0,,,,0,52.366054,4.933295
79,SD 145,,,0.0,,,,0,52.376197,4.922966
80,SD 146,,,0.0,,,,0,52.376305,4.920467
81,SD190,SD190,,135.0,,,,0,52.382227,4.895119
82,SD195_S100,,,0.0,,,,0,52.390019,4.888478
83,SD197,,,90.0,,,,0,52.385472,4.878585
84,SD301,,,0.0,,,,0,52.309822,4.930598
85,SD302,,,0.0,,,,0,52.31106,4.934676
86,SD303,,,0.0,,,,0,52.312197,4.936231
87,SD304,,,180.0,,,,0,52.317946,4.929203
88,SD310,,,0.0,,,,0,52.326568,4.954091
89,SD311,,,0.0,,,,0,52.310609,4.969073
90,Vialis dripserver dBD5,SD601,,,,,,0,52.335864,4.894267
91,A10 S101 Li,,,0.0,,,,2,52.402048,4.849754
92,A10 S101 Re,,,0.0,,,,2,52.404938,4.854837
93,A10 S102 Re,,,0.0,,,,2,52.393334,4.844671
94,A10 S103 Li,,,0.0,,,,2,52.382514,4.844335
95,A10 S104 Li,,,0.0,,,,2,52.376513,4.84314
96,A10 S104 Re,,,0.0,,,,2,52.379908,4.845113
97,A10 S105 Li,,,0.0,,,,2,52.368654,4.841854
98,A10 S105 Re,,,0.0,,,,2,52.374239,4.842865
99,A10 S106 Li,,,0.0,,,,2,52.355217,4.842282
100,A10 S106 Re,,,0.0,,,,2,52.360225,4.842726
101,A10 S107 Li,,,0.0,,,,2,52.343021,4.840758
102,A10 S107 Re,,,0.0,,,,2,52.347551,4.841505
103,IV702002,,,,,A9,N232,2,52.34097664575559,4.756565093994141
104,IV702003,,Li,,,A9,A200,2,52.38167694209654,4.707448482513428
105,IV702004,,Re,,,A9,N205,2,52.37452500182007,4.710216522216797
106,IV702008,,Re,,,A10,s101,2,52.40101805298199,4.850785732269287
107,IV702009,,Li,,,A10,s101,2,52.40038963285266,4.847674369812012
108,IV702010,,Re,,,A10,s102,2,52.39191817976337,4.845056533813477
109,IV702011,,Li,,,A10,s102,2,52.390346788659514,4.843640327453613
110,IV702012,,Re,,,A10,s118,2,52.42391000717409,4.884452819824219
111,IV702013,,Li,,,A10,s118,2,52.42477362186237,4.879946708679199
112,IV702014,,Re,,,A8,N516,2,52.434481580353655,4.865655899047852
113,IV702015,,Li,,,A8,N516,2,52.430818450984894,4.867715835571289
114,IV702104,,Li,,,A10,S103,2,52.38247874,4.84433992
115,IV702106,,Re,,,A10,S104,2,52.37976218,4.8451053
116,IV702108,,Li,,,A10,S105,2,52.37009003,4.8417544
117,IV702109,,Re,,,A10,S105,2,52.37274627,4.84273911
118,IV702110,,Li,,,A10,S106,2,52.35665768,4.842048
119,IV702111,,Re,,,A10,S106,2,52.35930667,4.84292226
120,IV702112,,Li,,,A10,S107,2,52.34421377,4.84048489
121,IV702113,,Re,,,A10,S107,2,52.34691269,4.8415076
122,IV702114,,Li,,,A10,S108,2,52.33783435,4.86193179
123,IV702115,,Re,,,A10,S108,2,52.339381,4.86177317
124,IV702116,,Li,,,A10,S109,2,52.33416691,4.89411227
125,IV702117,,Re,,,A10,S109,2,52.33834783,4.88982893
126,IV702118,,Li,,,A10,S110,2,52.32837628,4.91201662
127,IV702120,,Li,,,A10,S111,2,52.33236268,4.92975202
128,IV702121,,Re,,,A10,S111,2,52.3332817,4.92830448
129,IV702122,,Li,,,A10,S112,2,52.3364972,4.94107192
130,IV702123,,Re,,,A10,S112,2,52.33668644,4.93881685
131,IV702124,,Li,,,A10,S113,2,52.3418575,4.95427695
132,IV702125,,Re,,,A10,S113,2,52.34132539,4.95285819
133,IV702126,,Li,,,A10,S114,2,52.36641806,4.97199429
134,IV702127,,Re,,,A10,S114,2,52.36569742,4.96991618
135,IV702128,,Li,,,A10,S115,2,52.3915142,4.96606087
136,IV702129,,Re,,,A10,S115,2,52.38810897,4.96801885
137,IV702130,,Li,,,A10,S116,2,52.40759599,4.93932075
138,IV702131,,Re,,,A10,S116,2,52.40594667,4.94292313
139,IV702132,,Li,,,A10,S117,2,52.42017266,4.90909705
140,IV702133,,Re,,,A10,S117,2,52.41853789,4.91105634
141,IV702136,,Re,,,A9,Aalsmeer,2,52.316716861682536,4.812226295471191
142,IV702137,,Li,,,A9,Aalsmeer,2,52.31595606957017,4.809994697570801
143,IV702140,,Re,,,A9,Amstelveen,2,52.29690577036857,4.883079528808594
144,IV702141,,Li,,,A9,Amstelveen,2,52.29551472498411,4.878530502319336
145,IV702144,,Re,,,A5,s102,2,52.39312198,4.79934352
146,IV702610,,Re,,22.0,A1,,2,52.28152607,5.18225229
147,IV702611,,Li,,22.0,A1,,2,52.27957257,5.18451448
148,IV702612,,Re,,24.0,A1,,2,52.26694927032412,5.20228385925293
149,IV702613,,Li,,25.0,A1,,2,52.26865636340996,5.203700065612793
150,IV702614,,Re,,26.0,A1,,2,52.24882376803033,5.212583541870117
151,IV702615,,Li,,26.0,A1,,2,52.25037391945126,5.21425724029541
152,IV702701,,Li,,,A7,Purmerend,2,52.50377152,4.93018274
153,IV702703,,Li,,,A7,Purmerend,2,52.51338293,4.93411664
154,IV702705,,Li,,,A7,Purmerend,2,52.5328259,4.94781294
155,S102 Li,,,0.0,,,,2,52.388905,4.844132
156,101,,,,,Nassauplein,Haarlemmerweg-Nassaukade,5,52.38503,4.88148
157,102,,,,,Haarlemmerplein,-,5,52.38464,4.88322
158,103,,,,,Haarlemmer Houttuinen,Buiten Oranjestraat-,5,52.38301,4.8883
159,104,,,,,Prins Hendrikkade,"Westertoegang-Droogbak , Singel",5,52.37967,4.8947
160,105,,,,,ODE Brug,Oostelijke onderdoorgang-Oosterdoksstraat,5,52.37719,4.90395
161,106,,,,,Prins Hendrikkade,Odebrug-Geldersekade,5,52.37622,4.90288
162,107,,,,,Prins Hendrikkade,Kamperbrug-,5,52.37693,4.90203
163,108,,,,,Prins Hendrikkade,Damrak-,5,52.37729,4.89851
164,109,,,,,Prins Hendrikkade,Martelaarsgracht-,5,52.37835,4.89728
165,113,,,,,Nieuwezijds Voorburgwal,Raadhuisstraat-Mozes en Aaronstraat,5,52.37317,4.89054
166,114,,,,,Nieuwezijds Voorburgwal,Paleisstraat-,5,52.37255,4.89062
167,116,,,,,"Ruyterkade, De",Tolhuispont-,5,52.38011,4.90035
168,117,,,,,"Ruyterkade, De",Westertoegang-,5,52.38154,4.89636
169,118,,,,,Westerdoksdijk,Leliendaalstraat-,5,52.38654,4.893
170,119,,,,,Barentszplein,"Westerdoksdijk-Diemenstraat, Van",5,52.3895,4.8913
171,121,,,,,Raadhuisstraat,Singel-,5,52.37323,4.88967
172,122,,,,,Raadhuisstraat,Herengracht-,5,52.37342,4.88692
173,123,,,,,Westermarkt,Keizersgracht-Raadhuisstraat,5,52.37398,4.88531
174,124,,,,,Rozengracht,Prinsengracht-Westermarkt,5,52.37392,4.88279
175,125,,,,,Rozengracht,"Rozendwarsstraat, 1e-",5,52.37331,4.88037
176,126,,,,,Rozengracht,Marnixstraat-,5,52.3722,4.87585
177,127,,,,,Nassaukade,"Clercqstraat, De-",5,52.3718,4.87413
178,128,,,,,Bilderdijkstraat,"Clercqstraat, De-",5,52.37096,4.87046
179,130,,,,,Nassaukade,"Hugo De Grootstraat, 2e-",5,52.37413,4.87506
180,131,,,,,Hugo De Grootplein,-,5,52.37465,4.87274
181,132,,,,,Nassaukade,Frederik Hendrikplants.-,5,52.37861,4.87771
182,141,,,,,Marnixstraat,Nieuwe Willemsstraat-Marnixkade,5,52.38105,4.88078
183,144,,,,,Houtmankade,Tasmanstraat-,5,52.39068,4.88497
184,152,,,,,Damrak - Oudebrugsteeg,VOP-,5,52.37529,4.89564
185,153,,,,,Dam,Damrak-Rokin,5,52.37268,4.89296
186,157,,,,,Bilderdijkstraat,Kinkerstraat-,5,52.36724,4.87216
187,158,,,,,Nassaukade,Kinkerstraat-,5,52.36835,4.87625
188,196003,,,0.0,,,,5,52.288631,4.723756
189,196020,,,0.0,,,,5,52.277,4.745504
190,196330,,,0.0,,,,5,52.274033,4.750707
191,196332,,,0.0,,,,5,52.271946,4.752005
192,196336,,,0.0,,,,5,52.269234,4.754452
193,196342,,,0.0,,,,5,52.26366,4.759687
194,196345,,,0.0,,,,5,52.261967,4.761329
195,196350,,,0.0,,,,5,52.259098,4.766318
196,196370,,,0.0,,,,5,52.251068,4.792485
197,196376,,,0.0,,,,5,52.248817,4.801133
198,196389,,,0.0,,,,5,52.241238,4.81596
199,196401,,,0.0,,,,5,52.233582,4.828706
200,196403,,,0.0,,,,5,52.232506,4.82965
201,197038,,,0.0,,,,5,52.476254,4.649041
202,197041,,,0.0,,,,5,52.478069,4.644309
203,200058,,,0.0,,,,5,52.394539,4.595182
204,200240,,,0.0,,,,5,52.403362,4.54834
205,201,,,,,Johan Van Hasseltweg,Nieuwe Leeuwarderweg-,5,52.3896,4.91912
206,201212,,,0.0,,,,5,52.337982,4.637003
207,201225,,,0.0,,,,5,52.329727,4.647989
208,201231,,,0.0,,,,5,52.325989,4.654405
209,201234,,,0.0,,,,5,52.32391,4.658643
210,201239,,,0.0,,,,5,52.321438,4.663128
211,201245,,,0.0,,,,5,52.31778,4.670252
212,201249,,,0.0,,,,5,52.315773,4.67582
213,201291,,,0.0,,,,5,52.297215,4.709369
214,201297,,,0.0,,,,5,52.29335,4.715152
215,201302,,,0.0,,,,5,52.290436,4.720216
216,201308,,,0.0,,,,5,52.286182,4.714476
217,201311,,,0.0,,,,5,52.284389,4.717201
218,201314,,,0.0,,,,5,52.281857,4.721782
219,201343,,,0.0,,,,5,52.285332,4.755394
220,201358,,,0.0,,,,5,52.284534,4.772603
221,201389,,,0.0,,,,5,52.261513,4.795575
222,201430,,,0.0,,,,5,52.246117,4.847737
223,201735,,,0.0,,,,5,52.225353,5.085672
224,201763,,,0.0,,,,5,52.219524,5.124049
225,202005,,,0.0,,,,5,52.458038,4.655035
226,202006,,,0.0,,,,5,52.458294,4.656961
227,203,,,,,Johan Van Hasseltweg,Mosplein-Kamperfoelieweg,5,52.39195,4.9126
228,203498,,,0.0,,,,5,52.493233,4.776478
229,203500,,,0.0,,,,5,52.493725,4.774053
230,203506,,,0.0,,,,5,52.494186,4.765524
231,203508,,,0.0,,,,5,52.494972,4.761329
232,203514,,,0.0,,,,5,52.495907,4.753143
233,203525,,,0.0,,,,5,52.50148,4.741212
234,203547,,,0.0,,,,5,52.514679,4.716611
235,203550,,,0.0,,,,5,52.517056,4.713306
236,203559,,,0.0,,,,5,52.521675,4.703768
237,203605,,,0.0,,,,5,52.561131,4.689896
238,205,,,,,Kamperfoelieweg,Ribesstraat-,5,52.39401,4.91414
239,205136,,,0.0,,,,5,52.367908,4.706247
240,205167,,,0.0,,,,5,52.344578,4.687246
241,205191,,,0.0,,,,5,52.330013,4.662763
242,205195,,,0.0,,,,5,52.32777,4.663412
243,205229,,,0.0,,,,5,52.306171,4.623528
244,205250,,,0.0,,,,5,52.290092,4.613351
245,206,,,,,Kamperfoelieweg,Floraweg-,5,52.39999,4.91083
246,207,,,,,Klaprozenweg,Floraweg-Ridderspoorweg,5,52.3986,4.90692
247,207507,,,0.0,,,,5,52.231136,4.669093
248,207518,,,0.0,,,,5,52.237431,4.658064
249,207523,,,0.0,,,,5,52.239929,4.653311
250,207547,,,0.0,,,,5,52.251884,4.624794
251,207565,,,0.0,,,,5,52.259903,4.603229
252,207581,,,0.0,,,,5,52.269196,4.585891
253,208,,,,,Cornelis Douwesweg,Stenendokweg-Klaprozenweg,5,52.40687,4.89251
